participant_number;RT;condition;block_number;task
11;944;high;0;singleton
11;878;high;0;singleton
11;746;high;0;singleton
11;1024;high;0;singleton
11;1079;high;0;singleton
11;829;high;0;singleton
11;1144;high;0;singleton
11;774;high;0;singleton
11;1097;high;0;singleton
11;1035;high;0;singleton
11;1192;high;0;singleton
11;942;high;0;singleton
11;726;high;0;singleton
11;1016;low;0;singleton
11;1250;low;0;singleton
11;948;low;0;singleton
11;780;low;0;singleton
11;701;low;0;singleton
11;972;distractor_absent;0;singleton
11;920;distractor_absent;0;singleton
11;929;distractor_absent;0;singleton
11;889;distractor_absent;0;singleton
11;942;distractor_absent;0;singleton
11;995;distractor_absent;0;singleton
11;702;distractor_absent;0;singleton
11;935;distractor_absent;0;singleton
11;1016;distractor_absent;0;singleton
11;730;distractor_absent;0;singleton
11;919;distractor_absent;0;singleton
11;989;distractor_absent;0;singleton
11;1070;distractor_absent;0;singleton
11;829;distractor_absent;0;singleton
11;808;distractor_absent;0;singleton
11;839;distractor_absent;0;singleton
11;674;distractor_absent;0;singleton
11;929;distractor_absent;0;singleton
11;600;high;1;singleton
11;565;high;1;singleton
11;589;high;1;singleton
11;757;high;1;singleton
11;629;high;1;singleton
11;724;high;1;singleton
11;667;high;1;singleton
11;866;high;1;singleton
11;719;high;1;singleton
11;736;high;1;singleton
11;715;high;1;singleton
11;765;high;1;singleton
11;930;low;1;singleton
11;956;low;1;singleton
11;648;low;1;singleton
11;770;low;1;singleton
11;955;low;1;singleton
11;695;low;1;singleton
11;1006;distractor_absent;1;singleton
11;744;distractor_absent;1;singleton
11;898;distractor_absent;1;singleton
11;910;distractor_absent;1;singleton
11;981;distractor_absent;1;singleton
11;769;distractor_absent;1;singleton
11;746;distractor_absent;1;singleton
11;781;distractor_absent;1;singleton
11;779;distractor_absent;1;singleton
11;777;distractor_absent;1;singleton
11;807;distractor_absent;1;singleton
11;717;distractor_absent;1;singleton
11;790;distractor_absent;1;singleton
11;680;distractor_absent;1;singleton
11;848;distractor_absent;1;singleton
11;915;distractor_absent;1;singleton
11;754;distractor_absent;1;singleton
11;718;distractor_absent;1;singleton
11;723;distractor_absent;1;singleton
11;830;high;2;singleton
11;761;high;2;singleton
11;652;high;2;singleton
11;977;high;2;singleton
11;924;high;2;singleton
11;721;high;2;singleton
11;1064;high;2;singleton
11;775;high;2;singleton
11;697;high;2;singleton
11;851;high;2;singleton
11;785;high;2;singleton
11;1030;high;2;singleton
11;799;high;2;singleton
11;693;low;2;singleton
11;672;low;2;singleton
11;1027;low;2;singleton
11;925;low;2;singleton
11;894;low;2;singleton
11;1209;low;2;singleton
11;733;distractor_absent;2;singleton
11;588;distractor_absent;2;singleton
11;636;distractor_absent;2;singleton
11;559;distractor_absent;2;singleton
11;744;distractor_absent;2;singleton
11;833;distractor_absent;2;singleton
11;643;distractor_absent;2;singleton
11;1126;distractor_absent;2;singleton
11;1055;distractor_absent;2;singleton
11;1170;distractor_absent;2;singleton
11;949;distractor_absent;2;singleton
11;909;distractor_absent;2;singleton
11;1168;distractor_absent;2;singleton
11;1075;distractor_absent;2;singleton
11;756;distractor_absent;2;singleton
11;760;distractor_absent;2;singleton
11;871;distractor_absent;2;singleton
11;663;distractor_absent;2;singleton
11;847;distractor_absent;2;singleton
11;901;distractor_absent;2;singleton
11;754;distractor_absent;2;singleton
11;828;distractor_absent;2;singleton
11;790;high;3;singleton
11;811;high;3;singleton
11;812;high;3;singleton
11;830;high;3;singleton
11;621;high;3;singleton
11;791;high;3;singleton
11;694;high;3;singleton
11;729;high;3;singleton
11;572;high;3;singleton
11;655;high;3;singleton
11;792;high;3;singleton
11;760;high;3;singleton
11;1207;low;3;singleton
11;948;low;3;singleton
11;842;low;3;singleton
11;586;low;3;singleton
11;831;low;3;singleton
11;924;low;3;singleton
11;724;low;3;singleton
11;686;distractor_absent;3;singleton
11;571;distractor_absent;3;singleton
11;870;distractor_absent;3;singleton
11;862;distractor_absent;3;singleton
11;803;distractor_absent;3;singleton
11;673;distractor_absent;3;singleton
11;817;distractor_absent;3;singleton
11;775;distractor_absent;3;singleton
11;785;distractor_absent;3;singleton
11;622;distractor_absent;3;singleton
11;670;distractor_absent;3;singleton
11;758;distractor_absent;3;singleton
11;618;distractor_absent;3;singleton
11;561;distractor_absent;3;singleton
11;767;distractor_absent;3;singleton
11;1012;distractor_absent;3;singleton
11;663;distractor_absent;3;singleton
11;896;distractor_absent;3;singleton
11;756;distractor_absent;3;singleton
11;704;distractor_absent;3;singleton
11;629;high;4;singleton
11;765;high;4;singleton
11;911;high;4;singleton
11;703;high;4;singleton
11;728;high;4;singleton
11;847;high;4;singleton
11;711;high;4;singleton
11;1011;high;4;singleton
11;723;high;4;singleton
11;735;high;4;singleton
11;617;high;4;singleton
11;873;high;4;singleton
11;999;high;4;singleton
11;960;high;4;singleton
11;874;low;4;singleton
11;646;low;4;singleton
11;709;low;4;singleton
11;787;low;4;singleton
11;1004;low;4;singleton
11;744;low;4;singleton
11;767;low;4;singleton
11;883;low;4;singleton
11;770;distractor_absent;4;singleton
11;980;distractor_absent;4;singleton
11;711;distractor_absent;4;singleton
11;643;distractor_absent;4;singleton
11;671;distractor_absent;4;singleton
11;624;distractor_absent;4;singleton
11;673;distractor_absent;4;singleton
11;612;distractor_absent;4;singleton
11;747;distractor_absent;4;singleton
11;940;distractor_absent;4;singleton
11;574;distractor_absent;4;singleton
11;782;distractor_absent;4;singleton
11;681;distractor_absent;4;singleton
11;658;distractor_absent;4;singleton
11;773;distractor_absent;4;singleton
11;717;distractor_absent;4;singleton
11;901;distractor_absent;4;singleton
11;841;distractor_absent;4;singleton
11;835;distractor_absent;4;singleton
11;953;distractor_absent;4;singleton
11;1001;distractor_absent;4;singleton
11;635;distractor_absent;4;singleton
11;941;high;5;singleton
11;814;high;5;singleton
11;712;high;5;singleton
11;572;high;5;singleton
11;708;high;5;singleton
11;696;high;5;singleton
11;634;high;5;singleton
11;658;high;5;singleton
11;787;high;5;singleton
11;579;high;5;singleton
11;700;high;5;singleton
11;640;high;5;singleton
11;716;high;5;singleton
11;706;high;5;singleton
11;715;low;5;singleton
11;749;low;5;singleton
11;717;low;5;singleton
11;677;low;5;singleton
11;662;distractor_absent;5;singleton
11;691;distractor_absent;5;singleton
11;639;distractor_absent;5;singleton
11;652;distractor_absent;5;singleton
11;647;distractor_absent;5;singleton
11;716;distractor_absent;5;singleton
11;769;distractor_absent;5;singleton
11;830;distractor_absent;5;singleton
11;822;distractor_absent;5;singleton
11;697;distractor_absent;5;singleton
11;758;distractor_absent;5;singleton
11;679;distractor_absent;5;singleton
11;640;distractor_absent;5;singleton
11;651;distractor_absent;5;singleton
11;734;distractor_absent;5;singleton
11;625;distractor_absent;5;singleton
11;640;distractor_absent;5;singleton
11;711;distractor_absent;5;singleton
11;766;distractor_absent;5;singleton
11;802;distractor_absent;5;singleton
11;785;distractor_absent;5;singleton
11;821;distractor_absent;5;singleton
11;719;distractor_absent;5;singleton
11;750;high;6;singleton
11;717;high;6;singleton
11;919;high;6;singleton
11;747;high;6;singleton
11;609;high;6;singleton
11;691;high;6;singleton
11;888;high;6;singleton
11;662;high;6;singleton
11;659;high;6;singleton
11;678;high;6;singleton
11;717;high;6;singleton
11;941;high;6;singleton
11;684;high;6;singleton
11;679;high;6;singleton
11;788;high;6;singleton
11;882;low;6;singleton
11;922;low;6;singleton
11;847;low;6;singleton
11;752;low;6;singleton
11;881;low;6;singleton
11;628;low;6;singleton
11;897;low;6;singleton
11;739;distractor_absent;6;singleton
11;687;distractor_absent;6;singleton
11;821;distractor_absent;6;singleton
11;795;distractor_absent;6;singleton
11;783;distractor_absent;6;singleton
11;750;distractor_absent;6;singleton
11;752;distractor_absent;6;singleton
11;686;distractor_absent;6;singleton
11;759;distractor_absent;6;singleton
11;675;distractor_absent;6;singleton
11;583;distractor_absent;6;singleton
11;779;distractor_absent;6;singleton
11;827;distractor_absent;6;singleton
11;851;distractor_absent;6;singleton
11;661;distractor_absent;6;singleton
11;706;distractor_absent;6;singleton
11;652;distractor_absent;6;singleton
11;636;distractor_absent;6;singleton
11;712;distractor_absent;6;singleton
11;619;distractor_absent;6;singleton
11;702;distractor_absent;6;singleton
11;698;distractor_absent;6;singleton
11;662;high;7;singleton
11;857;high;7;singleton
11;905;high;7;singleton
11;591;high;7;singleton
11;633;high;7;singleton
11;620;high;7;singleton
11;729;high;7;singleton
11;730;high;7;singleton
11;795;high;7;singleton
11;762;high;7;singleton
11;727;high;7;singleton
11;779;high;7;singleton
11;634;high;7;singleton
11;665;high;7;singleton
11;741;high;7;singleton
11;616;low;7;singleton
11;818;low;7;singleton
11;696;low;7;singleton
11;749;low;7;singleton
11;801;distractor_absent;7;singleton
11;585;distractor_absent;7;singleton
11;802;distractor_absent;7;singleton
11;793;distractor_absent;7;singleton
11;643;distractor_absent;7;singleton
11;950;distractor_absent;7;singleton
11;635;distractor_absent;7;singleton
11;662;distractor_absent;7;singleton
11;1036;distractor_absent;7;singleton
11;801;distractor_absent;7;singleton
11;713;distractor_absent;7;singleton
11;632;distractor_absent;7;singleton
11;676;distractor_absent;7;singleton
11;667;distractor_absent;7;singleton
11;681;distractor_absent;7;singleton
11;707;distractor_absent;7;singleton
11;695;distractor_absent;7;singleton
11;634;distractor_absent;7;singleton
11;718;distractor_absent;7;singleton
11;1023;distractor_absent;7;singleton
11;714;distractor_absent;7;singleton
11;918;distractor_absent;7;singleton
13;692;high;0;singleton
13;722;high;0;singleton
13;643;high;0;singleton
13;770;high;0;singleton
13;995;high;0;singleton
13;863;high;0;singleton
13;589;high;0;singleton
13;1335;high;0;singleton
13;1019;low;0;singleton
13;603;low;0;singleton
13;690;low;0;singleton
13;843;low;0;singleton
13;894;low;0;singleton
13;1223;low;0;singleton
13;1001;low;0;singleton
13;847;distractor_absent;0;singleton
13;772;distractor_absent;0;singleton
13;605;distractor_absent;0;singleton
13;522;distractor_absent;0;singleton
13;787;distractor_absent;0;singleton
13;609;distractor_absent;0;singleton
13;731;distractor_absent;0;singleton
13;1229;distractor_absent;0;singleton
13;834;distractor_absent;0;singleton
13;868;distractor_absent;0;singleton
13;706;distractor_absent;0;singleton
13;799;distractor_absent;0;singleton
13;810;distractor_absent;0;singleton
13;736;distractor_absent;0;singleton
13;900;distractor_absent;0;singleton
13;1168;distractor_absent;0;singleton
13;574;high;1;singleton
13;562;high;1;singleton
13;767;high;1;singleton
13;1074;high;1;singleton
13;831;high;1;singleton
13;902;high;1;singleton
13;813;high;1;singleton
13;536;high;1;singleton
13;782;high;1;singleton
13;923;low;1;singleton
13;1108;low;1;singleton
13;782;low;1;singleton
13;926;low;1;singleton
13;601;distractor_absent;1;singleton
13;711;distractor_absent;1;singleton
13;930;distractor_absent;1;singleton
13;1350;distractor_absent;1;singleton
13;1099;distractor_absent;1;singleton
13;1038;distractor_absent;1;singleton
13;735;distractor_absent;1;singleton
13;991;distractor_absent;1;singleton
13;1022;distractor_absent;1;singleton
13;1003;distractor_absent;1;singleton
13;1106;distractor_absent;1;singleton
13;1079;distractor_absent;1;singleton
13;730;distractor_absent;1;singleton
13;707;distractor_absent;1;singleton
13;586;distractor_absent;1;singleton
13;758;high;2;singleton
13;1042;high;2;singleton
13;1063;high;2;singleton
13;867;high;2;singleton
13;891;high;2;singleton
13;854;high;2;singleton
13;1006;high;2;singleton
13;635;high;2;singleton
13;742;high;2;singleton
13;1387;low;2;singleton
13;1170;low;2;singleton
13;959;low;2;singleton
13;1014;low;2;singleton
13;1235;low;2;singleton
13;1174;low;2;singleton
13;1171;distractor_absent;2;singleton
13;943;distractor_absent;2;singleton
13;797;distractor_absent;2;singleton
13;865;distractor_absent;2;singleton
13;1002;distractor_absent;2;singleton
13;894;distractor_absent;2;singleton
13;1014;distractor_absent;2;singleton
13;968;distractor_absent;2;singleton
13;1334;distractor_absent;2;singleton
13;670;distractor_absent;2;singleton
13;691;distractor_absent;2;singleton
13;730;distractor_absent;2;singleton
13;653;distractor_absent;2;singleton
13;614;distractor_absent;2;singleton
13;683;distractor_absent;2;singleton
13;783;distractor_absent;2;singleton
13;755;distractor_absent;2;singleton
13;707;distractor_absent;2;singleton
13;1137;high;3;singleton
13;691;high;3;singleton
13;789;high;3;singleton
13;981;high;3;singleton
13;682;high;3;singleton
13;821;high;3;singleton
13;760;high;3;singleton
13;1183;high;3;singleton
13;627;high;3;singleton
13;927;high;3;singleton
13;740;high;3;singleton
13;904;low;3;singleton
13;907;low;3;singleton
13;761;low;3;singleton
13;790;low;3;singleton
13;634;low;3;singleton
13;854;low;3;singleton
13;675;distractor_absent;3;singleton
13;883;distractor_absent;3;singleton
13;793;distractor_absent;3;singleton
13;929;distractor_absent;3;singleton
13;832;distractor_absent;3;singleton
13;813;distractor_absent;3;singleton
13;715;distractor_absent;3;singleton
13;909;distractor_absent;3;singleton
13;658;distractor_absent;3;singleton
13;509;distractor_absent;3;singleton
13;563;distractor_absent;3;singleton
13;537;distractor_absent;3;singleton
13;747;distractor_absent;3;singleton
13;681;distractor_absent;3;singleton
13;1095;distractor_absent;3;singleton
13;726;distractor_absent;3;singleton
13;716;distractor_absent;3;singleton
13;630;distractor_absent;3;singleton
13;847;distractor_absent;3;singleton
13;733;high;4;singleton
13;746;high;4;singleton
13;895;high;4;singleton
13;802;high;4;singleton
13;778;high;4;singleton
13;843;high;4;singleton
13;755;high;4;singleton
13;711;high;4;singleton
13;736;high;4;singleton
13;801;high;4;singleton
13;913;high;4;singleton
13;719;low;4;singleton
13;700;low;4;singleton
13;1239;low;4;singleton
13;1090;low;4;singleton
13;717;distractor_absent;4;singleton
13;679;distractor_absent;4;singleton
13;635;distractor_absent;4;singleton
13;942;distractor_absent;4;singleton
13;722;distractor_absent;4;singleton
13;782;distractor_absent;4;singleton
13;855;distractor_absent;4;singleton
13;902;distractor_absent;4;singleton
13;822;distractor_absent;4;singleton
13;919;distractor_absent;4;singleton
13;763;distractor_absent;4;singleton
13;933;distractor_absent;4;singleton
13;962;distractor_absent;4;singleton
13;782;distractor_absent;4;singleton
13;904;distractor_absent;4;singleton
13;809;distractor_absent;4;singleton
13;972;distractor_absent;4;singleton
13;813;distractor_absent;4;singleton
13;1011;high;5;singleton
13;1339;high;5;singleton
13;1035;high;5;singleton
13;1065;high;5;singleton
13;1193;high;5;singleton
13;1014;high;5;singleton
13;1230;high;5;singleton
13;1036;high;5;singleton
13;1198;high;5;singleton
13;934;high;5;singleton
13;1156;high;5;singleton
13;870;high;5;singleton
13;1075;high;5;singleton
13;854;high;5;singleton
13;814;high;5;singleton
13;1394;low;5;singleton
13;852;low;5;singleton
13;991;low;5;singleton
13;810;low;5;singleton
13;1117;low;5;singleton
13;964;low;5;singleton
13;1147;low;5;singleton
13;811;distractor_absent;5;singleton
13;809;distractor_absent;5;singleton
13;1114;distractor_absent;5;singleton
13;964;distractor_absent;5;singleton
13;1096;distractor_absent;5;singleton
13;1057;distractor_absent;5;singleton
13;1224;distractor_absent;5;singleton
13;920;distractor_absent;5;singleton
13;810;distractor_absent;5;singleton
13;1258;distractor_absent;5;singleton
13;1167;distractor_absent;5;singleton
13;906;distractor_absent;5;singleton
13;1239;distractor_absent;5;singleton
13;833;distractor_absent;5;singleton
13;927;distractor_absent;5;singleton
13;1034;distractor_absent;5;singleton
13;1191;distractor_absent;5;singleton
13;944;distractor_absent;5;singleton
13;1262;distractor_absent;5;singleton
13;821;distractor_absent;5;singleton
13;825;distractor_absent;5;singleton
13;739;distractor_absent;5;singleton
13;722;distractor_absent;5;singleton
13;1233;high;6;singleton
13;744;high;6;singleton
13;939;high;6;singleton
13;890;high;6;singleton
13;915;high;6;singleton
13;640;high;6;singleton
13;700;high;6;singleton
13;640;high;6;singleton
13;756;high;6;singleton
13;1087;high;6;singleton
13;874;high;6;singleton
13;1178;high;6;singleton
13;838;low;6;singleton
13;972;low;6;singleton
13;806;low;6;singleton
13;903;low;6;singleton
13;906;low;6;singleton
13;642;low;6;singleton
13;807;distractor_absent;6;singleton
13;762;distractor_absent;6;singleton
13;754;distractor_absent;6;singleton
13;663;distractor_absent;6;singleton
13;759;distractor_absent;6;singleton
13;778;distractor_absent;6;singleton
13;800;distractor_absent;6;singleton
13;782;distractor_absent;6;singleton
13;710;distractor_absent;6;singleton
13;682;distractor_absent;6;singleton
13;742;distractor_absent;6;singleton
13;707;distractor_absent;6;singleton
13;746;distractor_absent;6;singleton
13;717;distractor_absent;6;singleton
13;636;distractor_absent;6;singleton
13;754;distractor_absent;6;singleton
13;710;distractor_absent;6;singleton
13;777;distractor_absent;6;singleton
13;677;distractor_absent;6;singleton
13;592;distractor_absent;6;singleton
13;765;high;7;singleton
13;723;high;7;singleton
13;919;high;7;singleton
13;754;high;7;singleton
13;743;high;7;singleton
13;810;high;7;singleton
13;766;high;7;singleton
13;904;high;7;singleton
13;817;high;7;singleton
13;685;high;7;singleton
13;661;high;7;singleton
13;660;high;7;singleton
13;646;high;7;singleton
13;646;high;7;singleton
13;722;high;7;singleton
13;947;high;7;singleton
13;926;low;7;singleton
13;778;low;7;singleton
13;778;low;7;singleton
13;798;low;7;singleton
13;962;low;7;singleton
13;681;low;7;singleton
13;705;low;7;singleton
13;862;distractor_absent;7;singleton
13;791;distractor_absent;7;singleton
13;710;distractor_absent;7;singleton
13;890;distractor_absent;7;singleton
13;751;distractor_absent;7;singleton
13;730;distractor_absent;7;singleton
13;710;distractor_absent;7;singleton
13;700;distractor_absent;7;singleton
13;879;distractor_absent;7;singleton
13;803;distractor_absent;7;singleton
13;755;distractor_absent;7;singleton
13;895;distractor_absent;7;singleton
13;733;distractor_absent;7;singleton
13;708;distractor_absent;7;singleton
13;664;distractor_absent;7;singleton
13;748;distractor_absent;7;singleton
13;676;distractor_absent;7;singleton
13;711;distractor_absent;7;singleton
13;799;distractor_absent;7;singleton
13;666;distractor_absent;7;singleton
13;822;distractor_absent;7;singleton
13;641;distractor_absent;7;singleton
13;797;distractor_absent;7;singleton
14;541;high;0;singleton
14;784;high;0;singleton
14;1101;high;0;singleton
14;649;high;0;singleton
14;794;high;0;singleton
14;740;high;0;singleton
14;1266;high;0;singleton
14;1000;high;0;singleton
14;779;high;0;singleton
14;981;high;0;singleton
14;843;high;0;singleton
14;603;low;0;singleton
14;385;low;0;singleton
14;1095;low;0;singleton
14;580;distractor_absent;0;singleton
14;354;distractor_absent;0;singleton
14;879;distractor_absent;0;singleton
14;578;distractor_absent;0;singleton
14;620;distractor_absent;0;singleton
14;421;distractor_absent;0;singleton
14;664;distractor_absent;0;singleton
14;935;distractor_absent;0;singleton
14;765;distractor_absent;0;singleton
14;676;distractor_absent;0;singleton
14;703;distractor_absent;0;singleton
14;808;distractor_absent;0;singleton
14;804;distractor_absent;0;singleton
14;633;distractor_absent;0;singleton
14;514;distractor_absent;0;singleton
14;993;distractor_absent;0;singleton
14;693;distractor_absent;0;singleton
14;1068;distractor_absent;0;singleton
14;574;distractor_absent;0;singleton
14;926;high;1;singleton
14;889;high;1;singleton
14;832;high;1;singleton
14;635;high;1;singleton
14;1254;high;1;singleton
14;647;high;1;singleton
14;619;high;1;singleton
14;972;high;1;singleton
14;499;high;1;singleton
14;836;high;1;singleton
14;798;high;1;singleton
14;731;high;1;singleton
14;1012;low;1;singleton
14;914;low;1;singleton
14;924;low;1;singleton
14;760;low;1;singleton
14;691;low;1;singleton
14;612;low;1;singleton
14;626;low;1;singleton
14;859;distractor_absent;1;singleton
14;1181;distractor_absent;1;singleton
14;1005;distractor_absent;1;singleton
14;789;distractor_absent;1;singleton
14;1100;distractor_absent;1;singleton
14;853;distractor_absent;1;singleton
14;517;distractor_absent;1;singleton
14;585;distractor_absent;1;singleton
14;458;distractor_absent;1;singleton
14;723;distractor_absent;1;singleton
14;593;distractor_absent;1;singleton
14;965;distractor_absent;1;singleton
14;571;distractor_absent;1;singleton
14;628;distractor_absent;1;singleton
14;684;distractor_absent;1;singleton
14;875;distractor_absent;1;singleton
14;592;distractor_absent;1;singleton
14;649;high;2;singleton
14;1163;high;2;singleton
14;728;high;2;singleton
14;866;high;2;singleton
14;497;high;2;singleton
14;480;high;2;singleton
14;844;high;2;singleton
14;857;high;2;singleton
14;1302;high;2;singleton
14;707;high;2;singleton
14;631;high;2;singleton
14;1147;high;2;singleton
14;814;high;2;singleton
14;1162;high;2;singleton
14;778;low;2;singleton
14;888;low;2;singleton
14;691;low;2;singleton
14;681;low;2;singleton
14;672;low;2;singleton
14;774;low;2;singleton
14;1123;distractor_absent;2;singleton
14;450;distractor_absent;2;singleton
14;777;distractor_absent;2;singleton
14;912;distractor_absent;2;singleton
14;775;distractor_absent;2;singleton
14;622;distractor_absent;2;singleton
14;970;distractor_absent;2;singleton
14;903;distractor_absent;2;singleton
14;893;distractor_absent;2;singleton
14;636;distractor_absent;2;singleton
14;673;distractor_absent;2;singleton
14;999;distractor_absent;2;singleton
14;859;distractor_absent;2;singleton
14;797;distractor_absent;2;singleton
14;1342;distractor_absent;2;singleton
14;729;distractor_absent;2;singleton
14;816;distractor_absent;2;singleton
14;810;distractor_absent;2;singleton
14;916;distractor_absent;2;singleton
14;724;distractor_absent;2;singleton
14;1122;distractor_absent;2;singleton
14;847;high;3;singleton
14;729;high;3;singleton
14;714;high;3;singleton
14;1049;high;3;singleton
14;637;high;3;singleton
14;886;high;3;singleton
14;910;high;3;singleton
14;933;high;3;singleton
14;754;high;3;singleton
14;477;high;3;singleton
14;786;high;3;singleton
14;984;high;3;singleton
14;985;high;3;singleton
14;1017;high;3;singleton
14;705;low;3;singleton
14;1042;low;3;singleton
14;997;low;3;singleton
14;899;low;3;singleton
14;879;low;3;singleton
14;1054;low;3;singleton
14;696;low;3;singleton
14;881;low;3;singleton
14;1077;distractor_absent;3;singleton
14;684;distractor_absent;3;singleton
14;977;distractor_absent;3;singleton
14;795;distractor_absent;3;singleton
14;994;distractor_absent;3;singleton
14;675;distractor_absent;3;singleton
14;980;distractor_absent;3;singleton
14;788;distractor_absent;3;singleton
14;810;distractor_absent;3;singleton
14;889;distractor_absent;3;singleton
14;794;distractor_absent;3;singleton
14;832;distractor_absent;3;singleton
14;689;distractor_absent;3;singleton
14;942;distractor_absent;3;singleton
14;903;distractor_absent;3;singleton
14;850;distractor_absent;3;singleton
14;689;distractor_absent;3;singleton
14;811;distractor_absent;3;singleton
14;849;distractor_absent;3;singleton
14;840;distractor_absent;3;singleton
14;847;distractor_absent;3;singleton
14;1397;high;4;singleton
14;725;high;4;singleton
14;581;high;4;singleton
14;611;high;4;singleton
14;749;high;4;singleton
14;601;high;4;singleton
14;990;high;4;singleton
14;1076;high;4;singleton
14;1022;high;4;singleton
14;934;high;4;singleton
14;958;high;4;singleton
14;811;high;4;singleton
14;572;high;4;singleton
14;524;high;4;singleton
14;858;low;4;singleton
14;650;low;4;singleton
14;1109;low;4;singleton
14;696;low;4;singleton
14;734;low;4;singleton
14;820;low;4;singleton
14;801;low;4;singleton
14;740;distractor_absent;4;singleton
14;726;distractor_absent;4;singleton
14;742;distractor_absent;4;singleton
14;521;distractor_absent;4;singleton
14;779;distractor_absent;4;singleton
14;857;distractor_absent;4;singleton
14;748;distractor_absent;4;singleton
14;742;distractor_absent;4;singleton
14;704;distractor_absent;4;singleton
14;666;distractor_absent;4;singleton
14;690;distractor_absent;4;singleton
14;806;distractor_absent;4;singleton
14;964;distractor_absent;4;singleton
14;787;distractor_absent;4;singleton
14;654;distractor_absent;4;singleton
14;686;distractor_absent;4;singleton
14;882;distractor_absent;4;singleton
14;643;distractor_absent;4;singleton
14;730;distractor_absent;4;singleton
14;583;distractor_absent;4;singleton
14;636;distractor_absent;4;singleton
14;982;distractor_absent;4;singleton
14;752;distractor_absent;4;singleton
14;601;high;5;singleton
14;665;high;5;singleton
14;645;high;5;singleton
14;723;high;5;singleton
14;711;high;5;singleton
14;510;high;5;singleton
14;650;high;5;singleton
14;631;high;5;singleton
14;876;high;5;singleton
14;729;high;5;singleton
14;797;high;5;singleton
14;1000;high;5;singleton
14;817;high;5;singleton
14;686;high;5;singleton
14;549;low;5;singleton
14;737;low;5;singleton
14;905;low;5;singleton
14;689;low;5;singleton
14;780;low;5;singleton
14;991;low;5;singleton
14;597;low;5;singleton
14;614;low;5;singleton
14;853;distractor_absent;5;singleton
14;606;distractor_absent;5;singleton
14;553;distractor_absent;5;singleton
14;526;distractor_absent;5;singleton
14;607;distractor_absent;5;singleton
14;613;distractor_absent;5;singleton
14;722;distractor_absent;5;singleton
14;633;distractor_absent;5;singleton
14;492;distractor_absent;5;singleton
14;470;distractor_absent;5;singleton
14;629;distractor_absent;5;singleton
14;579;distractor_absent;5;singleton
14;513;distractor_absent;5;singleton
14;651;distractor_absent;5;singleton
14;605;distractor_absent;5;singleton
14;589;distractor_absent;5;singleton
14;643;distractor_absent;5;singleton
14;724;distractor_absent;5;singleton
14;616;distractor_absent;5;singleton
14;485;distractor_absent;5;singleton
14;537;high;6;singleton
14;834;high;6;singleton
14;596;high;6;singleton
14;705;high;6;singleton
14;758;high;6;singleton
14;444;high;6;singleton
14;814;high;6;singleton
14;663;high;6;singleton
14;439;high;6;singleton
14;731;high;6;singleton
14;673;high;6;singleton
14;818;high;6;singleton
14;539;low;6;singleton
14;559;low;6;singleton
14;682;low;6;singleton
14;531;low;6;singleton
14;630;low;6;singleton
14;651;low;6;singleton
14;768;distractor_absent;6;singleton
14;562;distractor_absent;6;singleton
14;844;distractor_absent;6;singleton
14;539;distractor_absent;6;singleton
14;735;distractor_absent;6;singleton
14;671;distractor_absent;6;singleton
14;716;distractor_absent;6;singleton
14;638;distractor_absent;6;singleton
14;622;distractor_absent;6;singleton
14;566;distractor_absent;6;singleton
14;458;distractor_absent;6;singleton
14;515;distractor_absent;6;singleton
14;549;distractor_absent;6;singleton
14;449;distractor_absent;6;singleton
14;647;distractor_absent;6;singleton
14;719;distractor_absent;6;singleton
14;596;distractor_absent;6;singleton
14;751;distractor_absent;6;singleton
14;441;distractor_absent;6;singleton
14;651;distractor_absent;6;singleton
14;737;distractor_absent;6;singleton
14;427;distractor_absent;6;singleton
14;777;distractor_absent;6;singleton
14;661;high;7;singleton
14;502;high;7;singleton
14;468;high;7;singleton
14;465;high;7;singleton
14;664;high;7;singleton
14;621;high;7;singleton
14;666;high;7;singleton
14;794;high;7;singleton
14;699;high;7;singleton
14;499;high;7;singleton
14;588;high;7;singleton
14;502;low;7;singleton
14;1070;low;7;singleton
14;825;low;7;singleton
14;486;low;7;singleton
14;714;low;7;singleton
14;593;low;7;singleton
14;479;distractor_absent;7;singleton
14;659;distractor_absent;7;singleton
14;646;distractor_absent;7;singleton
14;652;distractor_absent;7;singleton
14;775;distractor_absent;7;singleton
14;679;distractor_absent;7;singleton
14;678;distractor_absent;7;singleton
14;926;distractor_absent;7;singleton
14;709;distractor_absent;7;singleton
14;677;distractor_absent;7;singleton
14;527;distractor_absent;7;singleton
14;751;distractor_absent;7;singleton
14;692;distractor_absent;7;singleton
14;611;distractor_absent;7;singleton
14;554;distractor_absent;7;singleton
14;664;distractor_absent;7;singleton
14;827;distractor_absent;7;singleton
14;606;distractor_absent;7;singleton
14;598;distractor_absent;7;singleton
14;800;distractor_absent;7;singleton
14;862;distractor_absent;7;singleton
16;1079;high;0;singleton
16;883;high;0;singleton
16;845;high;0;singleton
16;840;high;0;singleton
16;719;high;0;singleton
16;832;low;0;singleton
16;923;low;0;singleton
16;896;low;0;singleton
16;852;low;0;singleton
16;810;distractor_absent;0;singleton
16;583;distractor_absent;0;singleton
16;856;distractor_absent;0;singleton
16;834;distractor_absent;0;singleton
16;893;distractor_absent;0;singleton
16;1130;distractor_absent;0;singleton
16;1065;distractor_absent;0;singleton
16;949;distractor_absent;0;singleton
16;1060;distractor_absent;0;singleton
