participant_number;RT;condition;block_number;task
116;761;distractor_absent;0;feature-specific
116;956;distractor_absent;0;feature-specific
116;759;distractor_absent;0;feature-specific
116;809;distractor_absent;0;feature-specific
116;691;distractor_absent;0;feature-specific
116;755;distractor_absent;0;feature-specific
116;858;distractor_absent;0;feature-specific
116;576;distractor_absent;0;feature-specific
116;720;distractor_absent;0;feature-specific
116;1071;distractor_absent;0;feature-specific
116;841;high;1;feature-specific
116;642;high;1;feature-specific
116;628;high;1;feature-specific
116;554;high;1;feature-specific
116;712;high;1;feature-specific
116;611;high;1;feature-specific
116;648;high;1;feature-specific
116;919;high;1;feature-specific
116;709;high;1;feature-specific
116;735;high;1;feature-specific
116;879;high;1;feature-specific
116;793;high;1;feature-specific
116;671;low;1;feature-specific
116;579;low;1;feature-specific
116;699;low;1;feature-specific
116;688;low;1;feature-specific
116;663;low;1;feature-specific
116;658;low;1;feature-specific
116;613;distractor_absent;1;feature-specific
116;710;distractor_absent;1;feature-specific
116;664;distractor_absent;1;feature-specific
116;547;distractor_absent;1;feature-specific
116;538;distractor_absent;1;feature-specific
116;766;distractor_absent;1;feature-specific
116;591;distractor_absent;1;feature-specific
116;587;distractor_absent;1;feature-specific
116;818;distractor_absent;1;feature-specific
116;631;distractor_absent;1;feature-specific
116;667;distractor_absent;1;feature-specific
116;857;distractor_absent;1;feature-specific
116;546;distractor_absent;1;feature-specific
116;861;distractor_absent;1;feature-specific
116;553;distractor_absent;1;feature-specific
116;682;distractor_absent;1;feature-specific
116;634;distractor_absent;1;feature-specific
116;631;distractor_absent;1;feature-specific
116;786;distractor_absent;1;feature-specific
116;775;distractor_absent;1;feature-specific
116;585;high;2;feature-specific
116;579;high;2;feature-specific
116;568;high;2;feature-specific
116;648;high;2;feature-specific
116;854;high;2;feature-specific
116;636;high;2;feature-specific
116;873;high;2;feature-specific
116;550;high;2;feature-specific
116;712;high;2;feature-specific
116;711;high;2;feature-specific
116;553;high;2;feature-specific
116;436;high;2;feature-specific
116;476;high;2;feature-specific
116;613;low;2;feature-specific
116;667;low;2;feature-specific
116;483;low;2;feature-specific
116;597;low;2;feature-specific
116;629;low;2;feature-specific
116;492;low;2;feature-specific
116;683;distractor_absent;2;feature-specific
116;631;distractor_absent;2;feature-specific
116;647;distractor_absent;2;feature-specific
116;668;distractor_absent;2;feature-specific
116;510;distractor_absent;2;feature-specific
116;696;distractor_absent;2;feature-specific
116;758;distractor_absent;2;feature-specific
116;634;distractor_absent;2;feature-specific
116;675;distractor_absent;2;feature-specific
116;452;distractor_absent;2;feature-specific
116;565;distractor_absent;2;feature-specific
116;759;distractor_absent;2;feature-specific
116;733;distractor_absent;2;feature-specific
116;677;distractor_absent;2;feature-specific
116;470;distractor_absent;2;feature-specific
116;583;distractor_absent;2;feature-specific
116;683;distractor_absent;2;feature-specific
116;672;distractor_absent;2;feature-specific
116;721;distractor_absent;2;feature-specific
116;493;distractor_absent;2;feature-specific
116;600;distractor_absent;2;feature-specific
116;708;distractor_absent;2;feature-specific
116;806;high;3;feature-specific
116;777;high;3;feature-specific
116;619;high;3;feature-specific
116;734;high;3;feature-specific
116;514;high;3;feature-specific
116;657;high;3;feature-specific
116;612;high;3;feature-specific
116;604;high;3;feature-specific
116;603;high;3;feature-specific
116;620;high;3;feature-specific
116;729;high;3;feature-specific
116;461;high;3;feature-specific
116;568;high;3;feature-specific
116;556;low;3;feature-specific
116;1243;low;3;feature-specific
116;984;low;3;feature-specific
116;787;low;3;feature-specific
116;746;low;3;feature-specific
116;572;low;3;feature-specific
116;608;low;3;feature-specific
116;551;distractor_absent;3;feature-specific
116;566;distractor_absent;3;feature-specific
116;552;distractor_absent;3;feature-specific
116;565;distractor_absent;3;feature-specific
116;659;distractor_absent;3;feature-specific
116;763;distractor_absent;3;feature-specific
116;573;distractor_absent;3;feature-specific
116;881;distractor_absent;3;feature-specific
116;605;distractor_absent;3;feature-specific
116;503;distractor_absent;3;feature-specific
116;733;distractor_absent;3;feature-specific
116;542;distractor_absent;3;feature-specific
116;728;distractor_absent;3;feature-specific
116;532;distractor_absent;3;feature-specific
116;679;distractor_absent;3;feature-specific
116;631;distractor_absent;3;feature-specific
116;813;distractor_absent;3;feature-specific
116;630;distractor_absent;3;feature-specific
116;698;distractor_absent;3;feature-specific
116;661;distractor_absent;3;feature-specific
116;579;distractor_absent;3;feature-specific
116;675;distractor_absent;3;feature-specific
116;817;distractor_absent;3;feature-specific
116;635;high;4;feature-specific
116;562;high;4;feature-specific
116;493;high;4;feature-specific
116;498;high;4;feature-specific
116;685;high;4;feature-specific
116;693;high;4;feature-specific
116;555;high;4;feature-specific
116;916;high;4;feature-specific
116;584;high;4;feature-specific
116;614;high;4;feature-specific
116;562;high;4;feature-specific
116;781;high;4;feature-specific
116;677;high;4;feature-specific
116;708;low;4;feature-specific
116;694;low;4;feature-specific
116;538;low;4;feature-specific
116;812;low;4;feature-specific
116;598;low;4;feature-specific
116;641;low;4;feature-specific
116;560;low;4;feature-specific
116;858;distractor_absent;4;feature-specific
116;517;distractor_absent;4;feature-specific
116;501;distractor_absent;4;feature-specific
116;537;distractor_absent;4;feature-specific
116;739;distractor_absent;4;feature-specific
116;667;distractor_absent;4;feature-specific
116;582;distractor_absent;4;feature-specific
116;489;distractor_absent;4;feature-specific
116;696;distractor_absent;4;feature-specific
116;473;distractor_absent;4;feature-specific
116;566;distractor_absent;4;feature-specific
116;717;distractor_absent;4;feature-specific
116;480;distractor_absent;4;feature-specific
116;520;distractor_absent;4;feature-specific
116;525;distractor_absent;4;feature-specific
116;414;distractor_absent;4;feature-specific
116;720;distractor_absent;4;feature-specific
116;384;distractor_absent;4;feature-specific
116;729;distractor_absent;4;feature-specific
116;524;distractor_absent;4;feature-specific
116;832;distractor_absent;4;feature-specific
116;667;high;5;feature-specific
116;504;high;5;feature-specific
116;533;high;5;feature-specific
116;703;high;5;feature-specific
116;631;high;5;feature-specific
116;523;high;5;feature-specific
116;630;high;5;feature-specific
116;654;high;5;feature-specific
116;637;high;5;feature-specific
116;547;high;5;feature-specific
116;811;high;5;feature-specific
116;834;high;5;feature-specific
116;536;high;5;feature-specific
116;563;high;5;feature-specific
116;470;high;5;feature-specific
116;637;low;5;feature-specific
116;615;low;5;feature-specific
116;625;low;5;feature-specific
116;591;low;5;feature-specific
116;634;low;5;feature-specific
116;643;distractor_absent;5;feature-specific
116;644;distractor_absent;5;feature-specific
116;667;distractor_absent;5;feature-specific
116;693;distractor_absent;5;feature-specific
116;531;distractor_absent;5;feature-specific
116;586;distractor_absent;5;feature-specific
116;591;distractor_absent;5;feature-specific
116;537;distractor_absent;5;feature-specific
116;600;distractor_absent;5;feature-specific
116;764;distractor_absent;5;feature-specific
116;789;distractor_absent;5;feature-specific
116;510;distractor_absent;5;feature-specific
116;944;distractor_absent;5;feature-specific
116;578;distractor_absent;5;feature-specific
116;630;distractor_absent;5;feature-specific
116;534;distractor_absent;5;feature-specific
116;732;distractor_absent;5;feature-specific
116;678;distractor_absent;5;feature-specific
116;625;distractor_absent;5;feature-specific
116;474;distractor_absent;5;feature-specific
116;544;distractor_absent;5;feature-specific
116;606;distractor_absent;5;feature-specific
116;555;high;6;feature-specific
116;518;high;6;feature-specific
116;786;high;6;feature-specific
116;539;high;6;feature-specific
116;676;high;6;feature-specific
116;1077;high;6;feature-specific
116;678;high;6;feature-specific
116;669;high;6;feature-specific
116;513;high;6;feature-specific
116;640;high;6;feature-specific
116;668;high;6;feature-specific
116;564;high;6;feature-specific
116;729;high;6;feature-specific
116;426;high;6;feature-specific
116;578;low;6;feature-specific
116;1175;low;6;feature-specific
116;821;low;6;feature-specific
116;726;low;6;feature-specific
116;622;low;6;feature-specific
116;615;low;6;feature-specific
116;600;distractor_absent;6;feature-specific
116;550;distractor_absent;6;feature-specific
116;484;distractor_absent;6;feature-specific
116;717;distractor_absent;6;feature-specific
116;631;distractor_absent;6;feature-specific
116;558;distractor_absent;6;feature-specific
116;654;distractor_absent;6;feature-specific
116;551;distractor_absent;6;feature-specific
116;689;distractor_absent;6;feature-specific
116;537;distractor_absent;6;feature-specific
116;532;distractor_absent;6;feature-specific
116;471;distractor_absent;6;feature-specific
116;566;distractor_absent;6;feature-specific
116;438;distractor_absent;6;feature-specific
116;477;distractor_absent;6;feature-specific
116;570;distractor_absent;6;feature-specific
116;721;distractor_absent;6;feature-specific
116;730;distractor_absent;6;feature-specific
116;465;distractor_absent;6;feature-specific
116;660;distractor_absent;6;feature-specific
116;518;high;7;feature-specific
116;499;high;7;feature-specific
116;706;high;7;feature-specific
116;581;high;7;feature-specific
116;609;high;7;feature-specific
116;591;high;7;feature-specific
116;637;high;7;feature-specific
116;640;high;7;feature-specific
116;713;high;7;feature-specific
116;822;high;7;feature-specific
116;528;high;7;feature-specific
116;574;high;7;feature-specific
116;552;high;7;feature-specific
116;736;low;7;feature-specific
116;574;low;7;feature-specific
116;700;low;7;feature-specific
116;520;low;7;feature-specific
116;1231;low;7;feature-specific
116;701;low;7;feature-specific
116;668;low;7;feature-specific
116;641;low;7;feature-specific
116;576;distractor_absent;7;feature-specific
116;504;distractor_absent;7;feature-specific
116;568;distractor_absent;7;feature-specific
116;749;distractor_absent;7;feature-specific
116;567;distractor_absent;7;feature-specific
116;564;distractor_absent;7;feature-specific
116;513;distractor_absent;7;feature-specific
116;705;distractor_absent;7;feature-specific
116;603;distractor_absent;7;feature-specific
116;538;distractor_absent;7;feature-specific
116;478;distractor_absent;7;feature-specific
116;542;distractor_absent;7;feature-specific
116;579;distractor_absent;7;feature-specific
116;588;distractor_absent;7;feature-specific
116;736;distractor_absent;7;feature-specific
116;641;distractor_absent;7;feature-specific
116;639;distractor_absent;7;feature-specific
116;547;distractor_absent;7;feature-specific
116;547;distractor_absent;7;feature-specific
116;625;distractor_absent;7;feature-specific
116;642;distractor_absent;7;feature-specific
146;760;high;0;feature-specific
146;648;high;0;feature-specific
146;808;high;0;feature-specific
146;664;high;0;feature-specific
146;880;high;0;feature-specific
146;596;high;0;feature-specific
146;592;high;0;feature-specific
146;695;high;0;feature-specific
146;585;high;0;feature-specific
146;609;high;0;feature-specific
146;590;high;0;feature-specific
146;830;high;0;feature-specific
146;807;low;0;feature-specific
146;698;low;0;feature-specific
146;680;low;0;feature-specific
146;678;low;0;feature-specific
146;511;low;0;feature-specific
146;914;low;0;feature-specific
146;940;distractor_absent;0;feature-specific
146;725;distractor_absent;0;feature-specific
146;721;distractor_absent;0;feature-specific
146;395;distractor_absent;0;feature-specific
146;834;distractor_absent;0;feature-specific
146;783;distractor_absent;0;feature-specific
146;735;distractor_absent;0;feature-specific
146;757;distractor_absent;0;feature-specific
146;603;distractor_absent;0;feature-specific
146;561;distractor_absent;0;feature-specific
146;646;distractor_absent;0;feature-specific
146;578;distractor_absent;0;feature-specific
146;689;distractor_absent;0;feature-specific
146;569;distractor_absent;0;feature-specific
146;991;distractor_absent;0;feature-specific
146;845;distractor_absent;0;feature-specific
146;621;distractor_absent;0;feature-specific
146;619;distractor_absent;0;feature-specific
146;635;distractor_absent;0;feature-specific
146;652;distractor_absent;0;feature-specific
146;678;high;1;feature-specific
146;752;high;1;feature-specific
146;755;high;1;feature-specific
146;779;high;1;feature-specific
146;672;high;1;feature-specific
146;778;high;1;feature-specific
146;555;high;1;feature-specific
146;603;high;1;feature-specific
146;689;high;1;feature-specific
146;674;high;1;feature-specific
146;877;high;1;feature-specific
146;892;high;1;feature-specific
146;624;high;1;feature-specific
146;843;low;1;feature-specific
146;735;low;1;feature-specific
146;638;low;1;feature-specific
146;595;low;1;feature-specific
146;661;low;1;feature-specific
146;601;low;1;feature-specific
146;733;low;1;feature-specific
146;676;distractor_absent;1;feature-specific
146;768;distractor_absent;1;feature-specific
146;715;distractor_absent;1;feature-specific
146;1000;distractor_absent;1;feature-specific
146;935;distractor_absent;1;feature-specific
146;927;distractor_absent;1;feature-specific
146;631;distractor_absent;1;feature-specific
146;617;distractor_absent;1;feature-specific
146;692;distractor_absent;1;feature-specific
146;819;distractor_absent;1;feature-specific
146;629;distractor_absent;1;feature-specific
146;703;distractor_absent;1;feature-specific
146;677;distractor_absent;1;feature-specific
146;600;distractor_absent;1;feature-specific
146;696;distractor_absent;1;feature-specific
146;753;distractor_absent;1;feature-specific
146;686;distractor_absent;1;feature-specific
146;714;distractor_absent;1;feature-specific
146;562;distractor_absent;1;feature-specific
146;581;high;2;feature-specific
146;760;high;2;feature-specific
146;420;high;2;feature-specific
146;774;high;2;feature-specific
146;624;high;2;feature-specific
146;594;high;2;feature-specific
146;589;high;2;feature-specific
146;621;high;2;feature-specific
146;694;high;2;feature-specific
146;799;high;2;feature-specific
146;650;high;2;feature-specific
146;621;high;2;feature-specific
146;563;high;2;feature-specific
146;618;high;2;feature-specific
146;711;low;2;feature-specific
146;555;low;2;feature-specific
146;495;low;2;feature-specific
146;1173;low;2;feature-specific
146;730;low;2;feature-specific
146;599;low;2;feature-specific
146;573;low;2;feature-specific
146;848;distractor_absent;2;feature-specific
146;418;distractor_absent;2;feature-specific
146;456;distractor_absent;2;feature-specific
146;594;distractor_absent;2;feature-specific
146;636;distractor_absent;2;feature-specific
146;534;distractor_absent;2;feature-specific
146;523;distractor_absent;2;feature-specific
146;721;distractor_absent;2;feature-specific
146;755;distractor_absent;2;feature-specific
146;695;distractor_absent;2;feature-specific
146;616;distractor_absent;2;feature-specific
146;590;distractor_absent;2;feature-specific
146;605;distractor_absent;2;feature-specific
146;671;distractor_absent;2;feature-specific
146;700;distractor_absent;2;feature-specific
146;681;distractor_absent;2;feature-specific
146;545;distractor_absent;2;feature-specific
146;607;distractor_absent;2;feature-specific
146;582;distractor_absent;2;feature-specific
146;676;distractor_absent;2;feature-specific
146;746;high;3;feature-specific
146;558;high;3;feature-specific
146;630;high;3;feature-specific
146;555;high;3;feature-specific
146;608;high;3;feature-specific
146;595;high;3;feature-specific
146;695;high;3;feature-specific
146;608;high;3;feature-specific
146;526;high;3;feature-specific
146;488;high;3;feature-specific
146;566;high;3;feature-specific
146;556;high;3;feature-specific
146;687;high;3;feature-specific
146;582;high;3;feature-specific
146;749;low;3;feature-specific
146;487;low;3;feature-specific
146;614;low;3;feature-specific
146;548;low;3;feature-specific
146;583;low;3;feature-specific
146;523;low;3;feature-specific
146;807;low;3;feature-specific
146;599;distractor_absent;3;feature-specific
146;563;distractor_absent;3;feature-specific
146;571;distractor_absent;3;feature-specific
146;602;distractor_absent;3;feature-specific
146;561;distractor_absent;3;feature-specific
146;589;distractor_absent;3;feature-specific
146;715;distractor_absent;3;feature-specific
146;654;distractor_absent;3;feature-specific
146;681;distractor_absent;3;feature-specific
146;544;distractor_absent;3;feature-specific
146;712;distractor_absent;3;feature-specific
146;711;distractor_absent;3;feature-specific
146;528;distractor_absent;3;feature-specific
146;615;distractor_absent;3;feature-specific
146;731;distractor_absent;3;feature-specific
146;738;distractor_absent;3;feature-specific
146;652;distractor_absent;3;feature-specific
146;689;distractor_absent;3;feature-specific
146;872;distractor_absent;3;feature-specific
146;728;distractor_absent;3;feature-specific
146;591;distractor_absent;3;feature-specific
146;587;high;4;feature-specific
146;564;high;4;feature-specific
146;709;high;4;feature-specific
146;734;high;4;feature-specific
146;499;high;4;feature-specific
146;599;high;4;feature-specific
146;704;high;4;feature-specific
146;613;high;4;feature-specific
146;672;high;4;feature-specific
146;761;high;4;feature-specific
146;526;high;4;feature-specific
146;712;high;4;feature-specific
146;535;high;4;feature-specific
146;815;high;4;feature-specific
146;566;high;4;feature-specific
146;702;high;4;feature-specific
146;655;low;4;feature-specific
146;950;low;4;feature-specific
146;536;low;4;feature-specific
146;673;low;4;feature-specific
146;572;low;4;feature-specific
146;546;low;4;feature-specific
146;678;distractor_absent;4;feature-specific
146;945;distractor_absent;4;feature-specific
146;666;distractor_absent;4;feature-specific
146;596;distractor_absent;4;feature-specific
146;668;distractor_absent;4;feature-specific
146;984;distractor_absent;4;feature-specific
146;425;distractor_absent;4;feature-specific
146;606;distractor_absent;4;feature-specific
146;566;distractor_absent;4;feature-specific
146;908;distractor_absent;4;feature-specific
146;589;distractor_absent;4;feature-specific
146;596;distractor_absent;4;feature-specific
146;612;distractor_absent;4;feature-specific
146;547;distractor_absent;4;feature-specific
146;695;distractor_absent;4;feature-specific
146;767;distractor_absent;4;feature-specific
146;608;distractor_absent;4;feature-specific
146;810;distractor_absent;4;feature-specific
146;679;distractor_absent;4;feature-specific
146;558;distractor_absent;4;feature-specific
146;552;distractor_absent;4;feature-specific
146;677;distractor_absent;4;feature-specific
146;641;distractor_absent;4;feature-specific
146;559;high;5;feature-specific
146;718;high;5;feature-specific
146;538;high;5;feature-specific
146;966;high;5;feature-specific
146;554;high;5;feature-specific
146;476;high;5;feature-specific
146;553;high;5;feature-specific
146;596;high;5;feature-specific
146;722;high;5;feature-specific
146;659;high;5;feature-specific
146;726;high;5;feature-specific
146;868;high;5;feature-specific
146;712;high;5;feature-specific
146;597;high;5;feature-specific
146;583;low;5;feature-specific
146;681;low;5;feature-specific
146;857;low;5;feature-specific
146;722;low;5;feature-specific
146;748;low;5;feature-specific
146;586;low;5;feature-specific
146;654;low;5;feature-specific
146;1071;distractor_absent;5;feature-specific
146;884;distractor_absent;5;feature-specific
146;579;distractor_absent;5;feature-specific
146;785;distractor_absent;5;feature-specific
146;646;distractor_absent;5;feature-specific
146;558;distractor_absent;5;feature-specific
146;505;distractor_absent;5;feature-specific
146;823;distractor_absent;5;feature-specific
146;629;distractor_absent;5;feature-specific
146;712;distractor_absent;5;feature-specific
146;655;distractor_absent;5;feature-specific
146;725;distractor_absent;5;feature-specific
146;719;distractor_absent;5;feature-specific
146;732;distractor_absent;5;feature-specific
146;595;distractor_absent;5;feature-specific
146;851;distractor_absent;5;feature-specific
146;717;distractor_absent;5;feature-specific
146;707;distractor_absent;5;feature-specific
146;963;distractor_absent;5;feature-specific
146;732;distractor_absent;5;feature-specific
146;894;distractor_absent;5;feature-specific
146;581;distractor_absent;5;feature-specific
146;647;high;6;feature-specific
146;932;high;6;feature-specific
146;641;high;6;feature-specific
146;1037;high;6;feature-specific
146;978;high;6;feature-specific
146;613;high;6;feature-specific
146;814;high;6;feature-specific
146;582;high;6;feature-specific
146;632;high;6;feature-specific
146;853;high;6;feature-specific
146;595;high;6;feature-specific
146;634;high;6;feature-specific
146;636;high;6;feature-specific
146;622;high;6;feature-specific
146;621;high;6;feature-specific
146;579;high;6;feature-specific
146;680;low;6;feature-specific
146;696;low;6;feature-specific
146;591;low;6;feature-specific
146;598;low;6;feature-specific
146;695;low;6;feature-specific
146;910;low;6;feature-specific
146;870;low;6;feature-specific
146;563;distractor_absent;6;feature-specific
146;571;distractor_absent;6;feature-specific
146;649;distractor_absent;6;feature-specific
146;561;distractor_absent;6;feature-specific
146;601;distractor_absent;6;feature-specific
146;663;distractor_absent;6;feature-specific
146;856;distractor_absent;6;feature-specific
146;773;distractor_absent;6;feature-specific
146;575;distractor_absent;6;feature-specific
146;688;distractor_absent;6;feature-specific
146;837;distractor_absent;6;feature-specific
146;778;distractor_absent;6;feature-specific
146;596;distractor_absent;6;feature-specific
146;524;distractor_absent;6;feature-specific
146;629;distractor_absent;6;feature-specific
146;580;distractor_absent;6;feature-specific
146;648;distractor_absent;6;feature-specific
146;614;distractor_absent;6;feature-specific
146;518;distractor_absent;6;feature-specific
146;686;distractor_absent;6;feature-specific
146;729;distractor_absent;6;feature-specific
146;595;distractor_absent;6;feature-specific
146;602;distractor_absent;6;feature-specific
146;510;high;7;feature-specific
146;632;high;7;feature-specific
146;657;high;7;feature-specific
146;739;high;7;feature-specific
146;575;high;7;feature-specific
146;613;high;7;feature-specific
146;550;high;7;feature-specific
146;724;high;7;feature-specific
146;594;high;7;feature-specific
146;748;high;7;feature-specific
146;617;high;7;feature-specific
146;656;high;7;feature-specific
146;823;high;7;feature-specific
146;742;low;7;feature-specific
146;568;low;7;feature-specific
146;581;low;7;feature-specific
146;595;low;7;feature-specific
146;494;low;7;feature-specific
146;709;distractor_absent;7;feature-specific
146;561;distractor_absent;7;feature-specific
146;618;distractor_absent;7;feature-specific
146;663;distractor_absent;7;feature-specific
146;890;distractor_absent;7;feature-specific
146;640;distractor_absent;7;feature-specific
146;749;distractor_absent;7;feature-specific
146;704;distractor_absent;7;feature-specific
146;537;distractor_absent;7;feature-specific
146;572;distractor_absent;7;feature-specific
146;638;distractor_absent;7;feature-specific
146;544;distractor_absent;7;feature-specific
146;615;distractor_absent;7;feature-specific
146;588;distractor_absent;7;feature-specific
146;505;distractor_absent;7;feature-specific
146;627;distractor_absent;7;feature-specific
146;514;distractor_absent;7;feature-specific
146;605;distractor_absent;7;feature-specific
146;635;distractor_absent;7;feature-specific
146;613;distractor_absent;7;feature-specific
146;548;distractor_absent;7;feature-specific
147;766;high;0;feature-specific
147;950;high;0;feature-specific
147;712;high;0;feature-specific
147;750;high;0;feature-specific
147;705;high;0;feature-specific
147;562;high;0;feature-specific
147;530;high;0;feature-specific
147;502;high;0;feature-specific
147;568;high;0;feature-specific
147;745;high;0;feature-specific
147;493;high;0;feature-specific
147;543;high;0;feature-specific
147;558;high;0;feature-specific
147;682;low;0;feature-specific
147;500;low;0;feature-specific
147;502;low;0;feature-specific
147;833;low;0;feature-specific
147;643;low;0;feature-specific
147;519;low;0;feature-specific
147;684;distractor_absent;0;feature-specific
147;643;distractor_absent;0;feature-specific
147;691;distractor_absent;0;feature-specific
147;852;distractor_absent;0;feature-specific
147;568;distractor_absent;0;feature-specific
147;590;distractor_absent;0;feature-specific
147;505;distractor_absent;0;feature-specific
147;599;distractor_absent;0;feature-specific
147;560;distractor_absent;0;feature-specific
147;626;distractor_absent;0;feature-specific
147;729;distractor_absent;0;feature-specific
147;672;distractor_absent;0;feature-specific
147;570;distractor_absent;0;feature-specific
147;611;distractor_absent;0;feature-specific
147;622;distractor_absent;0;feature-specific
147;596;distractor_absent;0;feature-specific
147;543;distractor_absent;0;feature-specific
147;568;distractor_absent;0;feature-specific
147;662;distractor_absent;0;feature-specific
147;635;distractor_absent;0;feature-specific
147;634;high;1;feature-specific
147;519;high;1;feature-specific
147;581;high;1;feature-specific
147;499;high;1;feature-specific
147;511;high;1;feature-specific
147;611;high;1;feature-specific
147;494;high;1;feature-specific
147;550;high;1;feature-specific
147;733;high;1;feature-specific
147;567;high;1;feature-specific
147;609;high;1;feature-specific
147;647;high;1;feature-specific
147;509;high;1;feature-specific
147;597;high;1;feature-specific
147;609;high;1;feature-specific
147;561;low;1;feature-specific
147;700;low;1;feature-specific
147;692;low;1;feature-specific
147;472;low;1;feature-specific
147;493;low;1;feature-specific
147;493;low;1;feature-specific
147;647;low;1;feature-specific
147;1110;low;1;feature-specific
147;509;distractor_absent;1;feature-specific
147;845;distractor_absent;1;feature-specific
147;622;distractor_absent;1;feature-specific
147;861;distractor_absent;1;feature-specific
147;530;distractor_absent;1;feature-specific
147;487;distractor_absent;1;feature-specific
147;598;distractor_absent;1;feature-specific
147;579;distractor_absent;1;feature-specific
147;487;distractor_absent;1;feature-specific
147;482;distractor_absent;1;feature-specific
147;459;distractor_absent;1;feature-specific
147;484;distractor_absent;1;feature-specific
147;538;distractor_absent;1;feature-specific
147;637;distractor_absent;1;feature-specific
147;460;distractor_absent;1;feature-specific
147;452;distractor_absent;1;feature-specific
147;496;distractor_absent;1;feature-specific
147;542;distractor_absent;1;feature-specific
147;445;distractor_absent;1;feature-specific
147;579;distractor_absent;1;feature-specific
147;533;distractor_absent;1;feature-specific
147;723;distractor_absent;1;feature-specific
147;811;distractor_absent;1;feature-specific
147;528;high;2;feature-specific
147;580;high;2;feature-specific
147;785;high;2;feature-specific
147;644;high;2;feature-specific
147;572;high;2;feature-specific
147;585;high;2;feature-specific
147;591;high;2;feature-specific
147;527;high;2;feature-specific
147;534;high;2;feature-specific
147;652;high;2;feature-specific
147;630;high;2;feature-specific
147;627;high;2;feature-specific
147;553;high;2;feature-specific
147;623;high;2;feature-specific
147;616;high;2;feature-specific
147;576;low;2;feature-specific
147;659;low;2;feature-specific
147;602;low;2;feature-specific
147;537;low;2;feature-specific
147;726;low;2;feature-specific
147;650;low;2;feature-specific
147;592;low;2;feature-specific
147;608;low;2;feature-specific
147;590;distractor_absent;2;feature-specific
147;608;distractor_absent;2;feature-specific
147;506;distractor_absent;2;feature-specific
147;521;distractor_absent;2;feature-specific
147;614;distractor_absent;2;feature-specific
147;656;distractor_absent;2;feature-specific
147;613;distractor_absent;2;feature-specific
147;642;distractor_absent;2;feature-specific
147;660;distractor_absent;2;feature-specific
147;573;distractor_absent;2;feature-specific
147;503;distractor_absent;2;feature-specific
147;485;distractor_absent;2;feature-specific
147;634;distractor_absent;2;feature-specific
147;538;distractor_absent;2;feature-specific
147;527;distractor_absent;2;feature-specific
147;618;distractor_absent;2;feature-specific
147;540;distractor_absent;2;feature-specific
147;549;distractor_absent;2;feature-specific
147;614;distractor_absent;2;feature-specific
147;724;distractor_absent;2;feature-specific
147;511;distractor_absent;2;feature-specific
147;675;distractor_absent;2;feature-specific
147;642;high;3;feature-specific
147;437;high;3;feature-specific
147;638;high;3;feature-specific
147;566;high;3;feature-specific
147;467;high;3;feature-specific
147;561;high;3;feature-specific
147;679;high;3;feature-specific
147;656;high;3;feature-specific
147;524;high;3;feature-specific
147;460;high;3;feature-specific
147;492;high;3;feature-specific
147;566;high;3;feature-specific
147;718;high;3;feature-specific
147;523;high;3;feature-specific
147;536;high;3;feature-specific
147;855;high;3;feature-specific
147;611;low;3;feature-specific
147;726;low;3;feature-specific
147;744;low;3;feature-specific
147;446;low;3;feature-specific
147;525;low;3;feature-specific
147;575;low;3;feature-specific
147;952;low;3;feature-specific
147;518;low;3;feature-specific
147;510;distractor_absent;3;feature-specific
147;487;distractor_absent;3;feature-specific
147;497;distractor_absent;3;feature-specific
147;415;distractor_absent;3;feature-specific
147;456;distractor_absent;3;feature-specific
147;586;distractor_absent;3;feature-specific
147;484;distractor_absent;3;feature-specific
147;556;distractor_absent;3;feature-specific
147;559;distractor_absent;3;feature-specific
147;555;distractor_absent;3;feature-specific
147;633;distractor_absent;3;feature-specific
147;596;distractor_absent;3;feature-specific
147;486;distractor_absent;3;feature-specific
147;562;distractor_absent;3;feature-specific
147;540;distractor_absent;3;feature-specific
147;641;distractor_absent;3;feature-specific
147;407;distractor_absent;3;feature-specific
147;542;distractor_absent;3;feature-specific
147;487;distractor_absent;3;feature-specific
147;506;distractor_absent;3;feature-specific
147;601;distractor_absent;3;feature-specific
147;550;distractor_absent;3;feature-specific
147;588;distractor_absent;3;feature-specific
147;546;distractor_absent;3;feature-specific
147;583;high;4;feature-specific
147;618;high;4;feature-specific
147;615;high;4;feature-specific
147;517;high;4;feature-specific
147;544;high;4;feature-specific
147;602;high;4;feature-specific
147;566;high;4;feature-specific
147;597;high;4;feature-specific
147;613;high;4;feature-specific
147;606;high;4;feature-specific
147;846;high;4;feature-specific
147;644;high;4;feature-specific
147;567;high;4;feature-specific
147;563;high;4;feature-specific
147;700;high;4;feature-specific
147;533;low;4;feature-specific
147;690;low;4;feature-specific
147;700;low;4;feature-specific
147;607;low;4;feature-specific
147;557;low;4;feature-specific
147;615;low;4;feature-specific
147;729;low;4;feature-specific
147;584;low;4;feature-specific
147;523;distractor_absent;4;feature-specific
147;710;distractor_absent;4;feature-specific
147;475;distractor_absent;4;feature-specific
147;564;distractor_absent;4;feature-specific
147;578;distractor_absent;4;feature-specific
147;543;distractor_absent;4;feature-specific
147;612;distractor_absent;4;feature-specific
147;570;distractor_absent;4;feature-specific
147;516;distractor_absent;4;feature-specific
147;682;distractor_absent;4;feature-specific
147;545;distractor_absent;4;feature-specific
147;522;distractor_absent;4;feature-specific
147;554;distractor_absent;4;feature-specific
